RepRapFirmware height map file v2, mean error 0.017, deviation 0.134
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
20.00,380.00,20.00,280.00,-1.00,100.00,100.00,4,3
  0.154,  0.053, -0.096, -0.293
  0.145,  0.056, -0.009, -0.118
  0.196,  0.112,  0.066, -0.068
